name	path	filter	prompt	titel	autor	projektuebersicht
01	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/013/013_Freynhagen_Hannah.png	Szenen	Lorem ipsum dolor sit amet	Titel der Arbeit	Hannah Freynhagen	freynhagen
02	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/013/00_Gisevius_Sara_Monolith.jpg	Objekte	Lorem ipsum dolor sit amet	Titel der Arbeit	Sara Gisevius	gisevius
03	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/013/01_Szenen_Rein_Jessica_013.png	Szenen	Lorem ipsum dolor sit amet	Titel der Arbeit	Jessica Rein	rein
03	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/013/03_Adaption_Giessmann_Alina_Monolith_kom.jpg	Adaption	Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.	Titel der Arbeit	Alina Giessmann	giessmann	
01	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/013/01_Szenen_Knauer_Sarah_monolith_05.jpg	Szenen	Lorem ipsum dolor sit amet	Monolith	Sarah Knauer	knauer
07	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/013/00_Objekte_Reimers_Gl%C3%A4serner_Monolith.jpg	Objekte	broken glass effect, stunning, mythical, beautiful, colorful glass, no furniture, instead of the black square there is beautiful glass, mystical, light and shadow play	Monolith	Merle Reimers	reimers
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/013/00_Objekte_Matzick_Monolith%20(4).jpg	Objekte	In the midst of the arid desert, a monolith stands tall, its surface adorned with a tapestry of greenery. The plants seem to have a life of their own, as they twist and turn around the monolith, creating a mesmerizing display of nature's beauty. This is a true oasis in the desert.	Monolith	Isabel Matzick	matzick		
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/013/00_Objekte_Matzick_Monolith%20(3).jpg	Objekte	A towering monolith stands tall in the middle of a barren desert, its surface covered in a lush layer of overgrown plants and wildflowers. The contrast between the harsh landscape and the vibrant greenery creates a stunning visual.	Monolith		Isabel Matzick	matzick
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/013/00_Objekte_Matzick_Monolith%20(2).jpg	Objekte	Step into a world of contrasts as you witness the Monolith from 2001: A Space Odyssey, standing stoically in a desert oasis. The barren landscape is unexpectedly filled with vibrant plant life, creating a surreal and captivating scene.	Monolith	Isabel Matzick	matzick
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/013/00_Objekte_Matzick_Monolith%20(1).jpg	Objekte	Explore the mysterious Monolith from 2001: A Space Odyssey, standing tall in the middle of a desert landscape. Surrounded by lush greenery and overgrown weeds, the Monolith appears ancient and abandoned.	Monolith	Isabel Matzick	matzick

